ID_ELAPSED_TIME,ID_LHAND,ID_RHAND,ID_HAND,ID_LELBOW,ID_RELBOW,ID_GRIP_STRENGTH,ID_TCP,ID_STATUS
5.272068023681641,"[-0.0009073458847613013, 0.18262455425033888, -0.225868229768043, -0.5033114211226674, 0.49528547644066095, 0.5044503676703908, 0.496890065056282]","[-0.07787900972399694, -0.17998895822248545, -0.2143653044520782, 0.19558492419189027, -0.7571433125006235, -0.2649774746224429, -0.5641520005345615]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.04828029516854308,"position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0",data: 0.0,"layout: 
  dim: []
  data_offset: 0
data: []",data: ''
5.375721216201782,"[-0.0009127811506741758, 0.18265992631659256, -0.225861490283979, -0.5032814781235598, 0.49529348013256896, 0.5044757954219781, 0.4968866008953104]","[-0.07765545591553283, -0.17997134860531327, -0.21443644175808552, 0.19543985152461332, -0.7570183470756772, -0.2645911784468064, -0.5645511446405692]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.048286971145425656,0.048246585173387944,data: 0.0,"(-0.13301901519298553, 0.6860021948814392, 0.09198277443647385, -2.031715154647827, 2.0282750129699707, 0.35669904947280884)",TO/idle
5.472132205963135,"[-0.0008797708999466192, 0.1825982258499128, -0.22586214062623733, -0.5033964837176544, 0.4952057312409139, 0.5044717739032573, 0.4968616439832661]","[-0.07730703878625157, -0.17997046131306452, -0.21453067825065492, 0.19537833808882227, -0.7567885552184812, -0.26415319400015513, -0.5650853721301673]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.048286429766994696,0.04824705055065118,data: 0.0,"(-0.13300836086273193, 0.6860073804855347, 0.09199431538581848, -2.031700372695923, 2.028263568878174, 0.3566924035549164)",TO/idle
5.57222843170166,"[-0.0008948830527647479, 0.18258736024395297, -0.22587366116653523, -0.5035081150481702, 0.49518610298805255, 0.5045537307902512, 0.49668484397430873]","[-0.07661607678172762, -0.18014401703845667, -0.2147195228214941, 0.19514059694198077, -0.7564289901551484, -0.26284805480280765, -0.56625632920469]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.048274942129005044,0.04825837632485115,data: 0.0,"(-0.13299426436424255, 0.6859978437423706, 0.09196010231971741, -2.0317351818084717, 2.02825927734375, 0.35661131143569946)",TO/idle
5.672297954559326,"[-0.0008962298378953689, 0.1825587677536088, -0.22588058691182072, -0.5035359955398934, 0.4951960327413745, 0.5045275571371657, 0.4966732672915417]","[-0.07702929855292233, -0.18013793027366312, -0.21459634394709887, 0.19534936820200757, -0.7566634859124589, -0.2635389097020459, -0.5655494996045336]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.048268061909021186,0.0482651983466105,data: 0.0,"(-0.13299985229969025, 0.6860003471374512, 0.09198462963104248, -2.0316832065582275, 2.0282957553863525, 0.35668012499809265)",TO/idle
5.772336006164551,"[-0.0008949061391673662, 0.18256864748609222, -0.2258689488794185, -0.5034672061887782, 0.49521748804659943, 0.5045309428360649, 0.49671816913239025]","[-0.07651508425967161, -0.1801156085667488, -0.21476019372635025, 0.19502946350915304, -0.7563595064908631, -0.2626235545679107, -0.5664915479425491]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.04827966671071746,0.048253656831957384,data: 0.0,"(-0.13302749395370483, 0.6859889030456543, 0.09197839349508286, -2.031750202178955, 2.028285026550293, 0.35666629672050476)",TO/idle
5.872343301773071,"[-0.0008944177158490603, 0.18252927837678945, -0.2258676121690067, -0.5034733153275346, 0.495217266860494, 0.5045640797455638, 0.49667853666817063]","[-0.07651201041681954, -0.18010937631378673, -0.2147607376124916, 0.19502578140183718, -0.7563621088562654, -0.2626263383696491, -0.566488050420886]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.04828104723914521,0.048252238261031116,data: 0.0,"(-0.13299985229969025, 0.6860139966011047, 0.09201522916555405, -2.031646490097046, 2.028308868408203, 0.3567068874835968)",TO/idle
5.972270965576172,"[-0.0008875256850071717, 0.18254943241001964, -0.22587483564865585, -0.5034603890262869, 0.49524736976976047, 0.504520451561094, 0.49670594255980377]","[-0.07590106352818332, -0.18013005906876087, -0.2149362502434647, 0.1946656182342619, -0.756014720189625, -0.26145717950519903, -0.5676153479419505]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.04827381391688415,0.04825946194918626,data: 0.0,"(-0.1329834908246994, 0.6860058307647705, 0.09199531376361847, -2.031667470932007, 2.0283043384552, 0.35667499899864197)",TO/idle
6.072145938873291,"[-0.0009003458760008655, 0.1825570798217003, -0.2258706240763591, -0.5034819585186687, 0.4952351780493284, 0.5045465346969465, 0.4966697395593556]","[-0.07597115731285725, -0.18009992574252656, -0.21491788298499387, 0.19471152003031628, -0.7560430541699527, -0.26164396389000383, -0.5674757795437442]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.04827800695712888,0.04825531249421276,data: 0.0,"(-0.13303041458129883, 0.6859827637672424, 0.09195869415998459, -2.0317635536193848, 2.0282814502716064, 0.35662075877189636)",TO/idle
6.172223091125488,"[-0.000900366195389009, 0.18253333226214563, -0.22586820609520947, -0.5034913469634763, 0.4952566737256314, 0.504533195382626, 0.49665233858316177]","[-0.07535548502272771, -0.18009471985765776, -0.21510631750634407, 0.19433481682771223, -0.7556686765902298, -0.2604914474524709, -0.568632601943493]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.048280447449896,0.04825285442551731,data: 0.0,"(-0.13299426436424255, 0.6860007643699646, 0.09199195355176926, -2.0316429138183594, 2.0282890796661377, 0.3566804528236389)",TO/idle
