ID_ELAPSED_TIME,ID_LHAND,ID_RHAND,ID_HAND,ID_LELBOW,ID_RELBOW,ID_GRIP_STRENGTH,ID_TCP,ID_STATUS
4.277973175048828,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0","position: 
  x: 0.0
  y: 0.0
  z: 0.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0",data: 0.0,"layout: 
  dim: []
  data_offset: 0
data: []",data: ''
4.378154516220093,"[0.16964180076322433, 0.23466610291162213, -0.08817894274578135, -0.19928463925380954, 0.0530898339297932, 0.09360221995007273, 0.9740152598964784]","[0.03329724721507678, -0.29572051146480804, -0.20822406474697275, 0.4583107119582879, 0.34741503860561496, -0.43233392690879385, 0.6945080689945721]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08465453438611296,0.032712648672684905,data: 0.0,"(-0.25367066264152527, 0.6586942672729492, 0.05876529961824417, 2.1254403591156006, -2.2960939407348633, 0.11621695011854172)",TO/active
4.478140354156494,"[0.1702916721124489, 0.23330803185989454, -0.08780408166954935, -0.20236788745367848, 0.05171153783046222, 0.09240519465053458, 0.9735678892528975]","[0.03285609935089756, -0.29557175684646525, -0.20848073058937877, 0.4588847191638264, 0.3477440673759133, -0.43293247343154656, 0.6935909108193651]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08425990463054282,0.03269306919462234,data: 0.0,"(-0.2530028820037842, 0.6561642289161682, 0.05738476291298866, 2.1248936653137207, -2.2957963943481445, 0.11775550246238708)",TO/active
4.578116178512573,"[0.16946637718430324, 0.23194109640657057, -0.08863456347514455, -0.2039796935039415, 0.05519527636161805, 0.0921472718311133, 0.9730645643529958]","[0.029914158859169634, -0.29506852955334084, -0.2096742406844867, 0.45922485395242935, 0.35055307502609906, -0.4365043571335256, 0.6897021250551313]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08423680469260325,0.032800469376684155,data: 0.0,"(-0.2521559000015259, 0.6544084548950195, 0.05649728700518608, 2.124694585800171, -2.2967700958251953, 0.12047195434570312)",TO/active
4.678122043609619,"[0.16858222245805415, 0.23090600556672072, -0.08906466171217721, -0.20474799464072851, 0.0587158527711909, 0.09033529536979339, 0.9728670216090198]","[0.028947231284296285, -0.29519685592569045, -0.2098555693279322, 0.457848785112688, 0.35205444859229496, -0.43671695882406897, 0.6897176618535058]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08441922532557097,0.032913933508851474,data: 0.0,"(-0.2511036694049835, 0.65218186378479, 0.05551305413246155, 2.123318910598755, -2.2984390258789062, 0.1261271983385086)",TO/active
4.778124094009399,"[0.16777355477638506, 0.22951929865532206, -0.08946106213841228, -0.20551088547397348, 0.062320894449166685, 0.08667566890150549, 0.972814838747455]","[0.029553974465754158, -0.2958715903163517, -0.20950509162419373, 0.45692485753231993, 0.3514784580011179, -0.43604946182394366, 0.6910451757832292]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08451517742360426,0.03291395544030772,data: 0.0,"(-0.2499675750732422, 0.6497103571891785, 0.05469038337469101, 2.1194350719451904, -2.302323579788208, 0.13430255651474)",TO/active
4.878129005432129,"[0.1676110584678447, 0.2287761911188045, -0.09007215503926737, -0.20545066261084943, 0.06430935059958051, 0.08523997060508207, 0.9728249997144748]","[0.029153662458259188, -0.29643105980899276, -0.20956035542420803, 0.456027026407801, 0.35205239343507433, -0.4366058534811712, 0.6909947844725549]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0844814616245963,0.032990889688901945,data: 0.0,"(-0.2492547631263733, 0.647678792476654, 0.05411861464381218, 2.1129655838012695, -2.3078386783599854, 0.1429435908794403)",TO/active
4.978136777877808,"[0.1676883823669642, 0.2287957362868696, -0.09005017371199582, -0.20625394846435652, 0.06321853814901478, 0.08592936898583041, 0.9726658566655153]","[0.028135161076258748, -0.2971357623327535, -0.21029104717958674, 0.45614639120298417, 0.3531626388806617, -0.4389257839184421, 0.6888764595360497]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08447635636591282,0.032879448877898065,data: 0.0,"(-0.2490912228822708, 0.6462411284446716, 0.05363381654024124, 2.1072559356689453, -2.312398672103882, 0.14976432919502258)",TO/active
5.078125953674316,"[0.1683310916690166, 0.22980239689112275, -0.08931778544514411, -0.20600748394191254, 0.060717847654939386, 0.08694453547063, 0.9727871849936505]","[0.02784001285438737, -0.2981679172683641, -0.21031171176247304, 0.4613730047029118, 0.3488031486388734, -0.4428180028915327, 0.685115705809003]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0843477377980503,0.032735388106687136,data: 0.0,"(-0.2493153065443039, 0.6454033255577087, 0.053281497210264206, 2.1048073768615723, -2.315086841583252, 0.152678981423378)",TO/active
5.178125858306885,"[0.16853889423896254, 0.2302713198391641, -0.0890202712400741, -0.2060889071168674, 0.059474762239593706, 0.08737901209925623, 0.9728078038669699]","[0.027661906997961175, -0.298555342494192, -0.21027725185763385, 0.46355078765278873, 0.3467673963592177, -0.444508234936332, 0.6835828180714572]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08427547976933411,0.03267202519717641,data: 0.0,"(-0.2500413656234741, 0.6449361443519592, 0.053119953721761703, 2.1051249504089355, -2.3153984546661377, 0.15312236547470093)",TO/active
